priority,id,title,category,words,review_reasons,review_status
2,diagnosis:pda,Patent ductus arteriosus (PDA),diagnosis,261,Source locator review: openrn_peds_round9: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:hypercalcemia-of-malignancy,Hypercalcemia of malignancy,diagnosis,262,Source locator review: openrn_ms_round6: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:eclampsia,Eclampsia,diagnosis,263,Source locator review: openrn_matnew: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:hypokalemia,Hypokalemia,diagnosis,263,Source locator review: openrn_medsurg3: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:borderline-personality-disorder,Borderline personality disorder (BPD),diagnosis,264,Source locator review: openrn_mh_round5_dx: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:itp,Immune thrombocytopenia (ITP),diagnosis,264,Source locator review: openrn_ms_round6: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:cmv-disease,CMV reactivation / disease,diagnosis,267,Source locator review: openrn_ms_round7: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:esophageal-cancer,Esophageal cancer,diagnosis,268,Source locator review: openrn_dx_round12: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:cleft-lip-palate,Cleft lip and palate,diagnosis,269,Source locator review: openrn_ms_round5: search URL (needs a specific supporting source); cdc_dx_round5: site root (needs claim-level source review) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:myxedema-coma,Myxedema coma,diagnosis,270,Source locator review: openrn_ms_round6: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:nephrotic-syndrome,Nephrotic syndrome,diagnosis,273,Source locator review: openrn_ms_round6: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:rcc,Renal cell carcinoma (RCC),diagnosis,274,Source locator review: openrn_dx_round12: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:adhd,Attention-deficit/hyperactivity disorder (ADHD),diagnosis,275,Source locator review: openrn_mh_round5_dx: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:cushing-syndrome,Cushing syndrome,diagnosis,275,Source locator review: openrn_ms_round6: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:taco,Transfusion-associated circulatory overload (TACO),diagnosis,276,Source locator review: openrn_dx_round17: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:ventricular-fibrillation,Ventricular fibrillation (VF),diagnosis,276,Source locator review: openrn_dx_round11: search URL (needs a specific supporting source),Not adjudicated
2,diagnosis:wpw,Wolff-Parkinson-White syndrome (WPW),diagnosis,276,Source locator review: openrn_dx_round11: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:sjogren-syndrome,Sjögren syndrome,diagnosis,277,Source locator review: openrn_ms_round8: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:tga,Transposition of the great arteries (TGA),diagnosis,277,Source locator review: openrn_peds_round9: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:anticholinergic-toxicity,Anticholinergic toxicity,diagnosis,278,Source locator review: openrn_ms_round10: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:hypocalcemia,Hypocalcemia,diagnosis,278,Source locator review: openrn_medsurg3: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:svc-syndrome,Superior vena cava (SVC) syndrome,diagnosis,278,Source locator review: openrn_ms_round6: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:hellp-syndrome,HELLP Syndrome,diagnosis,281,Source locator review: openrn_matnew: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:cerebral-palsy,Cerebral palsy (CP),diagnosis,282,Source locator review: openrn_peds_round9: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:siadh,SIADH,diagnosis,282,Source locator review: openrn_medsurg3: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:bulimia-nervosa,Bulimia Nervosa,diagnosis,284,Source locator review: openrn_mh: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:bowel-obstruction,Bowel Obstruction,diagnosis,285,Source locator review: openrn_medsurg3: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:bph,Benign prostatic hyperplasia (BPH),diagnosis,286,Source locator review: openrn_ms_round6: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:sbp,Spontaneous bacterial peritonitis (SBP),diagnosis,286,Source locator review: openrn_ms_round6: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:hlhs,Hypoplastic left heart syndrome (HLHS),diagnosis,287,Source locator review: openrn_peds_round9: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:hypernatremia,Hypernatremia,diagnosis,287,Source locator review: openrn_medsurg3: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:panic-disorder,Panic Disorder,diagnosis,287,Source locator review: openrn_mh: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:reye-syndrome,Reye Syndrome,diagnosis,287,Source locator review: openrn_peds: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:sympathomimetic-toxicity,Sympathomimetic toxicity,diagnosis,288,Source locator review: openrn_ms_round10: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:testicular-torsion,Testicular torsion,diagnosis,288,Source locator review: openrn_ms_round8: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:frailty-syndrome,Frailty syndrome,diagnosis,289,Source locator review: openrn_ms_round7: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:myelofibrosis,Myelofibrosis,diagnosis,289,Source locator review: openrn_dx_round14: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:diabetes-insipidus,Diabetes Insipidus (DI),diagnosis,292,Source locator review: openrn_medsurg3: search URL (needs a specific supporting source),Not adjudicated
2,diagnosis:essential-thrombocythemia,Essential thrombocythemia (ET),diagnosis,292,Source locator review: openrn_dx_round14: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:placenta-previa,Placenta Previa,diagnosis,292,Source locator review: openrn_matnew: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:ssnhl,Sudden sensorineural hearing loss (SSNHL),diagnosis,292,Source locator review: openrn_ms_round7: search URL (needs a specific supporting source),Not adjudicated
2,diagnosis:anca-vasculitis,ANCA-associated vasculitis,diagnosis,293,Source locator review: openrn_ms_round8: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:hypothyroidism,Hypothyroidism,diagnosis,293,Source locator review: openrn_medsurg_book: search URL (needs a specific supporting source) | Check absent sections: Pathophysiology | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:malignant-spinal-cord-compression,Malignant spinal cord compression (MSCC),diagnosis,293,Source locator review: openrn_ms_round6: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:heat-stroke,Heat stroke,diagnosis,294,Source locator review: openrn_ms_round10: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:ocd,Obsessive-Compulsive Disorder (OCD),diagnosis,294,Source locator review: openrn_mh: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:diverticulitis,Diverticulitis,diagnosis,295,Source locator review: openrn_ms_round3: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:thyroid-storm,Thyroid storm,diagnosis,296,Source locator review: openrn_ms_round6: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:ccb-toxicity,Calcium channel blocker toxicity,diagnosis,297,Source locator review: openrn_dx_round16: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:hemophilia,Hemophilia A and B,diagnosis,297,Source locator review: openrn_ms_round6: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:acute-otitis-media,Acute otitis media (AOM),diagnosis,298,Source locator review: openrn_ms_round7: search URL (needs a specific supporting source); cdc_dx_round7: site root (needs claim-level source review) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:hyperemesis-gravidarum,Hyperemesis Gravidarum,diagnosis,299,Source locator review: openrn_matnew: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:stimulant-use-disorder,Stimulant use disorder,diagnosis,299,Source locator review: openrn_mh_round5_dx: search URL (needs a specific supporting source); cdc_dx_round5: site root (needs claim-level source review) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:dic,Disseminated Intravascular Coagulation (DIC),diagnosis,300,Source locator review: openrn_medsurg4: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:endometriosis,Endometriosis,diagnosis,300,Source locator review: openrn_ms_round8: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:appendicitis,Acute Appendicitis,diagnosis,301,Source locator review: openrn_medsurg3: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:tension-pneumothorax,Tension pneumothorax,diagnosis,301,Source locator review: openrn_dx_round17: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:fibromyalgia,Fibromyalgia,diagnosis,302,Source locator review: openrn_ms_round8: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:opioid-induced-constipation,Opioid-induced constipation (OIC),diagnosis,302,Source locator review: openrn_dx_round11: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:pyelonephritis,Pyelonephritis,diagnosis,302,Source locator review: openrn_ms_round3: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:terminal-dyspnea,"Terminal dyspnea / ""death rattle""",diagnosis,302,Source locator review: openrn_dx_round11: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:prostatitis,Prostatitis,diagnosis,304,Source locator review: openrn_ms_round8: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:cholecystitis,Acute Cholecystitis,diagnosis,306,Source locator review: openrn_medsurg4: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:dress-syndrome,DRESS syndrome,diagnosis,306,Source locator review: openrn_dx_round16: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:gastric-cancer,Gastric cancer,diagnosis,306,Source locator review: openrn_dx_round12: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:melanoma,Melanoma,diagnosis,306,Source locator review: openrn_ms_round7: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:serotonin-syndrome,Serotonin syndrome,diagnosis,306,Source locator review: openrn_ms_round10: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:beta-blocker-toxicity,Beta-blocker toxicity,diagnosis,307,Source locator review: openrn_dx_round16: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:chlamydia,Chlamydia trachomatis infection,diagnosis,307,Source locator review: openrn_ms_round10: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:hypothermia,Hypothermia,diagnosis,307,Source locator review: openrn_ms_round10: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:stress-urinary-incontinence,Stress urinary incontinence (SUI),diagnosis,307,Source locator review: openrn_dx_round19: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:bladder-cancer,Bladder cancer,diagnosis,308,Source locator review: openrn_dx_round12: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:coarctation-of-aorta,Coarctation of the aorta,diagnosis,308,Source locator review: openrn_peds_round9: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:acute-liver-failure,Acute liver failure (ALF),diagnosis,310,Source locator review: openrn_dx_round12: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:aaa,Abdominal aortic aneurysm (AAA),diagnosis,311,Source locator review: openrn_dx_round11: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:adrenal-crisis,Adrenal Crisis (Addisonian Crisis),diagnosis,311,Source locator review: openrn_medsurg3: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:c-diff-colitis,C. difficile Colitis,diagnosis,311,Source locator review: openrn_medsurg4: search URL (needs a specific supporting source); cdc_dx2: site root (needs claim-level source review) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:chronic-insomnia,Chronic insomnia disorder,diagnosis,311,Source locator review: openrn_dx_round14: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:hemothorax,Hemothorax,diagnosis,311,Source locator review: openrn_dx_round17: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:rocky-mountain-spotted-fever,Rocky Mountain spotted fever (RMSF),diagnosis,312,Source locator review: cdc_dx_round5: site root (needs claim-level source review); openrn_ms_round5: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:lithium-toxicity,Lithium toxicity,diagnosis,313,Source locator review: openrn_dx_round16: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:trichomoniasis,Trichomoniasis,diagnosis,313,Source locator review: openrn_dx_round20: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:acute-hemolytic-transfusion,Acute hemolytic transfusion reaction (AHTR),diagnosis,314,Source locator review: openrn_dx_round17: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:eosinophilic-esophagitis,Eosinophilic esophagitis (EoE),diagnosis,314,Source locator review: openrn_dx_round14: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:polycythemia-vera,Polycythemia vera (PV),diagnosis,314,Source locator review: openrn_dx_round14: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:gvhd,Graft-vs-host disease (GVHD),diagnosis,315,Source locator review: openrn_ms_round7: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:ohs,Obesity hypoventilation syndrome (OHS),diagnosis,315,Source locator review: openrn_dx_round14: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:gastritis,Gastritis,diagnosis,317,Source locator review: openrn_dx_round20: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:allergic-rhinitis,Allergic rhinitis,diagnosis,318,Source locator review: openrn_dx_round14: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:upper-gi-bleed,Upper GI Bleed,diagnosis,318,Source locator review: openrn_medsurg3: search URL (needs a specific supporting source),Not adjudicated
2,diagnosis:ventricular-tachycardia,Ventricular tachycardia (VT),diagnosis,318,Source locator review: openrn_dx_round11: search URL (needs a specific supporting source),Not adjudicated
2,diagnosis:cardiogenic-shock,Cardiogenic Shock,diagnosis,319,Source locator review: openrn_cardio_dx: search URL (needs a specific supporting source),Not adjudicated
2,diagnosis:all-leukemia,Acute lymphoblastic leukemia (ALL),diagnosis,320,Source locator review: openrn_peds_round9: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:esophageal-varices,Esophageal varices / variceal hemorrhage,diagnosis,320,Source locator review: openrn_ms_round6: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:malignant-hyperthermia,Malignant hyperthermia (MH),diagnosis,320,Source locator review: openrn_ms_round6: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:down-syndrome,Down syndrome (Trisomy 21),diagnosis,321,Source locator review: openrn_peds_round9: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:placental-abruption,Placental Abruption,diagnosis,321,Source locator review: openrn_matnew: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:uti,Urinary Tract Infection,diagnosis,321,Source locator review: openrn_medsurg_book: search URL (needs a specific supporting source) | Check absent sections: Pathophysiology,Not adjudicated
2,diagnosis:copd-exacerbation,COPD exacerbation (AECOPD),diagnosis,322,Source locator review: openrn_ms_round6: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:ipf,Idiopathic pulmonary fibrosis (IPF),diagnosis,322,Source locator review: openrn_dx_round13: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:aplastic-anemia,Aplastic anemia,diagnosis,324,Source locator review: openrn_dx_round18: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:hodgkin-lymphoma,Hodgkin lymphoma,diagnosis,324,Source locator review: openrn_dx_round12: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:lactose-intolerance,Lactose intolerance,diagnosis,324,Source locator review: openrn_dx_round20: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:hcc,Hepatocellular carcinoma (HCC),diagnosis,325,Source locator review: openrn_dx_round12: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:mesenteric-ischemia,Acute mesenteric ischemia,diagnosis,325,Source locator review: openrn_dx_round17: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:psoriasis,Psoriasis,diagnosis,325,Source locator review: openrn_ms_round8: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:carbon-monoxide-poisoning,Carbon monoxide poisoning,diagnosis,326,Source locator review: openrn_dx_round16: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:cll-chronic-lymphocytic,Chronic lymphocytic leukemia (CLL),diagnosis,326,Source locator review: openrn_dx_round18: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:influenza,Influenza,diagnosis,326,Source locator review: openrn_ms_round3: search URL (needs a specific supporting source); cdc_dx_round3: site root (needs claim-level source review) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:prom-pprom,Premature Rupture of Membranes (PROM / PPROM),diagnosis,326,Source locator review: openrn_matnew: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:status-epilepticus,Status Epilepticus,diagnosis,327,Source locator review: openrn_medsurg4: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:ankylosing-spondylitis,Ankylosing spondylitis (AS),diagnosis,328,Source locator review: openrn_ms_round8: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:nec,Necrotizing enterocolitis (NEC),diagnosis,328,Source locator review: openrn_dx_round13: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:breast-cancer,Breast cancer,diagnosis,329,Source locator review: openrn_ms_round8: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:cancer-pain-crisis,Cancer pain crisis,diagnosis,329,Source locator review: openrn_dx_round11: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:pid,Pelvic inflammatory disease (PID),diagnosis,329,Source locator review: openrn_ms_round10: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:primary-hyperparathyroidism,Primary hyperparathyroidism,diagnosis,329,Source locator review: openrn_dx_round13: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:spina-bifida,Spina bifida (myelomeningocele),diagnosis,329,Source locator review: openrn_peds_round9: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:tetralogy-of-fallot,Tetralogy of Fallot (TOF),diagnosis,329,Source locator review: openrn_peds_round9: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:cellulitis-derm,Cellulitis,diagnosis,330,Source locator review: openrn_dx_round16: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:epiglottitis,Epiglottitis (Supraglottitis),diagnosis,330,Source locator review: openrn_peds: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:hashimoto-thyroiditis,Hashimoto thyroiditis,diagnosis,330,Source locator review: openrn_dx_round13: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:overactive-bladder,Overactive bladder (OAB),diagnosis,330,Source locator review: openrn_dx_round19: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:organophosphate-poisoning,Organophosphate / carbamate poisoning,diagnosis,331,Source locator review: openrn_dx_round16: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:pertussis,Pertussis (Whooping Cough),diagnosis,331,Source locator review: cdc_dx_round4: site root (needs claim-level source review) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:pneumothorax,Pneumothorax,diagnosis,331,Source locator review: openrn_medsurg3: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:colorectal-cancer,Colorectal cancer (CRC),diagnosis,332,Source locator review: openrn_dx_round12: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:anemia-of-chronic-disease,Anemia of chronic disease (anemia of inflammation),diagnosis,333,Source locator review: openrn_dx_round18: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:aml-acute-myeloid,Acute myeloid leukemia (AML),diagnosis,334,Source locator review: openrn_dx_round18: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:ards,Acute Respiratory Distress Syndrome (ARDS),diagnosis,334,Source locator review: openrn_medsurg3: search URL (needs a specific supporting source),Not adjudicated
2,diagnosis:cancer-cachexia,Cancer cachexia,diagnosis,334,Source locator review: openrn_dx_round11: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:gerd,Gastroesophageal reflux disease (GERD),diagnosis,334,Source locator review: openrn_dx_round20: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:multiple-myeloma,Multiple myeloma,diagnosis,334,Source locator review: openrn_dx_round12: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:paroxysmal-nocturnal-hemoglobinuria,Paroxysmal nocturnal hemoglobinuria (PNH),diagnosis,334,Source locator review: openrn_dx_round18: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:catatonia,Catatonia,diagnosis,335,Source locator review: openrn_dx_round14: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:cellulitis,Cellulitis,diagnosis,335,Source locator review: openrn_medsurg_book: search URL (needs a specific supporting source) | Check absent sections: Pathophysiology | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:ulcerative-colitis,Ulcerative colitis (UC),diagnosis,335,Source locator review: openrn_dx_round12: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:neonatal-sepsis-r13,Neonatal sepsis,diagnosis,337,Source locator review: openrn_dx_round13: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:rheumatoid-arthritis,Rheumatoid Arthritis (RA),diagnosis,337,Source locator review: openrn_ms_round3: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:croup,Croup (Laryngotracheobronchitis),diagnosis,338,Source locator review: openrn_peds: search URL (needs a specific supporting source),Not adjudicated
2,diagnosis:als,Amyotrophic lateral sclerosis (ALS),diagnosis,339,Source locator review: openrn_dx_round11: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:aspiration-pneumonia,Aspiration Pneumonia,diagnosis,339,Source locator review: openrn_ms_round3: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:bacterial-vaginosis,Bacterial vaginosis (BV),diagnosis,339,Source locator review: openrn_dx_round20: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:migraine,Migraine,diagnosis,339,Source locator review: openrn_ms_round3: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:meningitis,Meningitis,diagnosis,340,Source locator review: openrn_medsurg4: search URL (needs a specific supporting source); cdc_dx2: site root (needs claim-level source review) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:pericarditis,Acute Pericarditis,diagnosis,340,Source locator review: openrn_cardio_dx: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:tca-toxicity,Tricyclic antidepressant (TCA) overdose,diagnosis,341,Source locator review: openrn_dx_round16: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:erectile-dysfunction,Erectile dysfunction (ED),diagnosis,342,Source locator review: openrn_dx_round19: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:narcolepsy,Narcolepsy,diagnosis,342,Source locator review: openrn_dx_round14: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:cervical-insufficiency,Cervical insufficiency,diagnosis,343,Source locator review: openrn_dx_round19: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:inhalation-injury,Inhalation injury,diagnosis,343,Source locator review: openrn_ms_round7: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:spontaneous-abortion,Spontaneous Abortion (Miscarriage),diagnosis,344,Source locator review: openrn_matnew: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:subdural-hematoma,Subdural Hematoma (SDH),diagnosis,344,Source locator review: openrn_neuro: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:knee-oa,Knee osteoarthritis (OA),diagnosis,345,Source locator review: openrn_dx_round19: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:trali,Transfusion-related acute lung injury (TRALI),diagnosis,345,Source locator review: openrn_dx_round17: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
